Country/Region,Date,R,ci_95_u,ci_95_l,ci_65_u,ci_65_l,days_infectious,last_updated
Austria,2020-03-09,2.1467643686176903,2.47416078474299,1.8206292570896965,2.301881692250332,1.9934967791682991,5,2021-02-23
Austria,2020-03-10,2.186819982451384,2.4884280504691816,1.8868249800752903,2.329736560242768,2.0443311463503004,5,2021-02-23
Austria,2020-03-11,2.221525975585481,2.515020243265492,1.9382581271333736,2.357962168156827,2.084823695672009,5,2021-02-23
Austria,2020-03-12,2.251795276226411,2.5352104840787324,1.9726681172883465,2.3867542466266767,2.1181191324425,5,2021-02-23
Austria,2020-03-13,2.3148521981469763,2.6129661218561875,2.02668816025432,2.4553111284273164,2.174187789055441,5,2021-02-23
Austria,2020-03-14,2.2436976201448684,2.524077063897036,1.9726667280840413,2.37468595206878,2.111706270262471,5,2021-02-23
Austria,2020-03-15,2.180505345447981,2.4495361779718348,1.9219033892505435,2.3075674884625976,2.0539633460041946,5,2021-02-23
Austria,2020-03-16,2.1109197793069856,2.366148046145237,1.8605260203860496,2.2330602577579284,1.98844232291494,5,2021-02-23
Austria,2020-03-17,2.0738227119833264,2.3264209376650906,1.8229029320148813,2.195269026913696,1.952415389423996,5,2021-02-23
Austria,2020-03-18,2.013012778325087,2.2658865075463703,1.7694781096991352,2.1321851462804027,1.893453654499104,5,2021-02-23
Austria,2020-03-19,1.9537499672610923,2.2067936679704125,1.70991193945259,2.071816560877616,1.8353289016466647,5,2021-02-23
Austria,2020-03-20,1.8960253342546087,2.1479768842199443,1.6536766272694463,2.0136570302536114,1.7787674839494962,5,2021-02-23
Austria,2020-03-21,1.8502424020251864,2.1048713277955367,1.6082659708545024,1.9667834372376587,1.7324957923466715,5,2021-02-23
Austria,2020-03-22,1.8130411489937484,2.0699485074546766,1.568731804303193,1.932327844891782,1.69356493937914,5,2021-02-23
Austria,2020-03-23,1.7366031256985588,1.9923227417448848,1.4918111502079934,1.8540434561096808,1.6191384422477575,5,2021-02-23
Austria,2020-03-24,1.6331953251013709,1.8821720347135096,1.3917507517950591,1.74813305396429,1.5184836893127711,5,2021-02-23
Austria,2020-03-25,1.5282244920206831,1.7695028171225338,1.2869111306793322,1.6416198479029087,1.4153532964775557,5,2021-02-23
Austria,2020-03-26,1.4697622485921698,1.7091833809375478,1.2291667020572137,1.5846116308407467,1.3566803925366648,5,2021-02-23
Austria,2020-03-27,1.3575685710860783,1.595412525573527,1.1166890711240791,1.471104662587771,1.2443704330834389,5,2021-02-23
Austria,2020-03-28,1.2548912705679518,1.4967061202308058,1.0062747181346492,1.371606234349589,1.1383256737087954,5,2021-02-23
Austria,2020-03-29,1.1695616153674546,1.4099500649398156,0.921262359455052,1.284874394837335,1.0543712783186898,5,2021-02-23
Austria,2020-03-30,1.1028698058199715,1.3443810700971437,0.8534694530726626,1.217760243349859,0.9866386277962208,5,2021-02-23
Austria,2020-03-31,1.0267707397237087,1.2694351707891065,0.7729504787335316,1.1434499018539646,0.9102236727788138,5,2021-02-23
Austria,2020-04-01,0.9592052605052864,1.2044306768658095,0.7048811823826154,1.0781795953341415,0.8410717831014427,5,2021-02-23
Austria,2020-04-02,0.8976465600796076,1.1427213473765785,0.6383878917651002,1.0189763717855056,0.779543018284482,5,2021-02-23
Austria,2020-04-03,0.8459331708007838,1.0901280523642418,0.5919616731365237,0.9647187192229394,0.7264676674870431,5,2021-02-23
Austria,2020-04-04,0.8028813734222754,1.0473901547966542,0.5439399290953992,0.9229984168676733,0.6831076703202271,5,2021-02-23
Austria,2020-04-05,0.7749631716879927,1.018455411044915,0.5187610752495619,0.8946551965285185,0.6563579467016876,5,2021-02-23
Austria,2020-04-06,0.7576113027618232,0.9976048393490738,0.5053133077158909,0.8746814378820253,0.6394534092531251,5,2021-02-23
Austria,2020-04-07,0.7491580384831966,0.9876333337781964,0.4983852463445653,0.8657452360387127,0.6326388275996286,5,2021-02-23
Austria,2020-04-08,0.7357349736909342,0.9758411866554904,0.4895978578571802,0.8511599964711529,0.6190138703161588,5,2021-02-23
Austria,2020-04-09,0.7201773571207619,0.9593032831612324,0.4710792770384875,0.8350823413555462,0.604209747232334,5,2021-02-23
Austria,2020-04-10,0.7010280318313311,0.9430214419395542,0.4552730770819346,0.8166813438312133,0.5855694351771246,5,2021-02-23
Austria,2020-04-11,0.6737915543902447,0.9118975040601632,0.4237855637950337,0.7894851230597916,0.5589009597026207,5,2021-02-23
Austria,2020-04-12,0.6446598063926586,0.8887729416778685,0.3979411491965791,0.7608575208508446,0.5280850340612772,5,2021-02-23
Austria,2020-04-13,0.6258176393811042,0.8660970572498295,0.3775776240626121,0.7430509352810131,0.5092661308791016,5,2021-02-23
Austria,2020-04-14,0.6203509731278101,0.8600372681697479,0.3716481126740685,0.7361148240102822,0.5051827458789967,5,2021-02-23
Austria,2020-04-15,0.6088233742153474,0.8492306746661471,0.3643088883887439,0.7258467496715935,0.4943361374610698,5,2021-02-23
Austria,2020-04-16,0.6051514954196052,0.8451758691261703,0.3567103696521483,0.7218306406142181,0.4912254156539737,5,2021-02-23
Austria,2020-04-17,0.5975485515708765,0.8389568009917091,0.3499517339730293,0.7126954614544248,0.4835125025814614,5,2021-02-23
Austria,2020-04-18,0.5911338078480834,0.8302087908064127,0.3420516163984946,0.7066092466872087,0.4774120081857084,5,2021-02-23
Austria,2020-04-19,0.5913746721385202,0.8316785239366171,0.3420986476975125,0.7077293653096333,0.4760585202718699,5,2021-02-23
Austria,2020-04-20,0.5971417421201433,0.8416870690090296,0.348595760946745,0.7129087436491071,0.4813013092269632,5,2021-02-23
Austria,2020-04-21,0.6148393662827458,0.8551992689692508,0.3697967785756153,0.7293807666367715,0.5008046480836594,5,2021-02-23
Austria,2020-04-22,0.6324455863045748,0.8737355563831436,0.3908017175845694,0.7467948559437527,0.5177778137844947,5,2021-02-23
Austria,2020-04-23,0.658680016732611,0.9014419519641812,0.4129742104617114,0.7741833449579263,0.5440997437338438,5,2021-02-23
Austria,2020-04-24,0.6795230108035731,0.9218921698353636,0.4382852912828269,0.7949724098260256,0.563505487813192,5,2021-02-23
Austria,2020-04-25,0.6997256942270726,0.9420570155711672,0.4591268483625306,0.8143781849243391,0.5840959858876646,5,2021-02-23
Austria,2020-04-26,0.7139907893850128,0.95415107644839,0.4710029680596721,0.8281273293669419,0.5982079687794488,5,2021-02-23
Austria,2020-04-27,0.7208374941522714,0.962788362872896,0.4788391065226584,0.8355799991357338,0.6054267433607721,5,2021-02-23
Austria,2020-04-28,0.7353676843658263,0.9779279894129016,0.4932903403146136,0.8492128301229019,0.6204173673790696,5,2021-02-23
Austria,2020-04-29,0.7348169153445667,0.9762981672077496,0.4931650598550428,0.8499595140303919,0.620042230459473,5,2021-02-23
Austria,2020-04-30,0.7423250532234469,0.9836197431309492,0.5011354376682755,0.8566771688495659,0.6283089088870422,5,2021-02-23
Austria,2020-05-01,0.7519976195663179,0.991750498350936,0.5090822062830022,0.8675230242386276,0.6376955111669476,5,2021-02-23
Austria,2020-05-02,0.7430175325934889,0.9868272007418504,0.4998452397066767,0.8571624962130351,0.6269103215078725,5,2021-02-23
Austria,2020-05-03,0.7506467042731887,0.9914676197741468,0.5067193979844784,0.8658585591297703,0.6345499083381629,5,2021-02-23
Austria,2020-05-04,0.7642913256525354,1.0057626913330602,0.5219080110712615,0.8799118038655444,0.6489462497893577,5,2021-02-23
Austria,2020-05-05,0.7944476101585969,1.033843566113806,0.5515055034110181,0.909114588579814,0.6795516447561188,5,2021-02-23
Austria,2020-05-06,0.8343751147685166,1.0742981971249048,0.5932079148114701,0.9492994589587176,0.7198741983153656,5,2021-02-23
Austria,2020-05-07,0.8781809826947687,1.1202834029365858,0.6421245946724052,0.9934538429948824,0.7628439295499372,5,2021-02-23
Austria,2020-05-08,0.8904328193838288,1.1364164112430657,0.65038466820312,1.0048589707668285,0.7758111285413558,5,2021-02-23
Austria,2020-05-09,0.9237027378796002,1.1679492991402711,0.6826659258288674,1.0376024704413036,0.8094651069899742,5,2021-02-23
Austria,2020-05-10,0.9371601417489408,1.1810418029968732,0.6979681183412245,1.0517476886259185,0.8212125529405909,5,2021-02-23
Austria,2020-05-11,0.9566309293001644,1.2031796044713876,0.7185792501330291,1.0720680818798771,0.840618668180701,5,2021-02-23
Austria,2020-05-12,1.0097211116692788,1.2646108040205315,0.765420997813453,1.1277429117198663,0.8930688719811204,5,2021-02-23
